bootstrap_iteration,Aryna Sabalenka,Elena Rybakina,Iga Swiatek,Coco Gauff,Jessica Pegula,Amanda Anisimova,Elina Svitolina,Mirra Andreeva,Karolina Muchova,Belinda Bencic,Linda Noskova,Jasmine Paolini,Ekaterina Alexandrova,Marta Kostyuk,Naomi Osaka,Iva Jovic,Sorana Cirstea,Madison Keys,Clara Tauson,Elise Mertens,Leylah Fernandez,Diana Shnaider,Anna Kalinskaya,Emma Navarro,Liudmila Samsonova,Marie Bouzkova,Anastasia Potapova,Jelena Ostapenko,Emma Raducanu,Barbora Krejcikova,Marketa Vondrousova,Maria Sakkari,Daria Kasatkina,Qinwen Zheng,Donna Vekic,Magda Linette,Veronika Kudermetova,Sofia Kenin
1066,0.028868745264403535,0.03041500935714208,0.025214353709497254,0.016196786511055467,0.021743979725711234,0.021170681236243227,0.0189575597620569,0.013303312540138584,0.023278666519820537,0.031313899212604,0.021631327286699014,0.02127763467226423,0.01760885150122362,0.01234298600691804,0.017657073940214377,0.019594559176767407,0.02278396236028914,0.013859975484416911,0.02263699081809928,0.01757786288121625,0.022106033269890676,0.015468092129271131,0.020623838253553965,0.011157530655936804,0.023070585078405162,0.011945304254242383,0.007312536408456308,0.02496918111930127,0.020539533081623863,0.008698741716367347,0.012757475609216367,0.014524676901382606,0.007831668792751096,0.03089725688879913,0.01859128154094771,0.025213761907091417,0.010456179450709152,0.02258855484518469
1067,0.03198422356682593,0.03075586455331531,0.025182030867216414,0.01663160263366562,0.021682311150943837,0.01979737200238075,0.019186230863307986,0.013642538532049985,0.022007798277386137,0.03168611877077388,0.023729824471723837,0.02036811913602422,0.014899078346208966,0.013389433987983146,0.015621196687457355,0.014231581430670786,0.029123356143150845,0.01596008485923543,0.021756586439310662,0.014154589571755407,0.025943655225125546,0.018069142369153655,0.02577431703344492,0.014595751304031906,0.023138983555351742,0.012326974822423483,0.008324870120069498,0.029083037752852942,0.01832321759134317,0.014275797073867407,0.011528216542344445,0.011221392949494677,0.009008329098548864,0.02106612046054532,0.013784953619182302,0.022047681709437467,0.020994170203407207,0.024023131387228242
1068,0.03504043940875539,0.027752236756972835,0.023654741189454966,0.019967881530039446,0.02283792905944402,0.01991199072499423,0.018947854449096815,0.015344073292965601,0.021898621681226253,0.033905666536487036,0.020992665052702968,0.01855256925005147,0.015136549394021826,0.015921723137952076,0.01833594289692064,0.014877002079789654,0.027503737472630817,0.01823873792898622,0.022614569189845345,0.013005682224045023,0.023536190811374876,0.017610094785743047,0.019824037476422057,0.015922369400056265,0.016589516413446064,0.00904722153886057,0.009723709405593679,0.017298971292848166,0.017381010475637462,0.013295660113957377,0.016342462728660197,0.006909794848552503,0.006985649143362096,0.022683070773631558,0.015623667016821637,0.021416752597137816,0.01465934903113273,0.02470543782843582
1069,0.031821815767198634,0.031723819210301624,0.023283285568937107,0.016041538032742175,0.026243831152378785,0.022421410300977815,0.021618737253039477,0.013448839554199895,0.02374697905338684,0.027674417987757383,0.025709063223868685,0.02257715983478494,0.017052121635010943,0.013054421384134018,0.018160415616049558,0.01009570657301471,0.028705034669125187,0.024048257583869886,0.026461920557737217,0.012123152128487082,0.02385132398502886,0.014680870066719795,0.022076072113400798,0.01926648878094293,0.02114425743116526,0.009796737228976279,0.009253047596034262,0.02499617401836941,0.020698745301402442,0.01037686289044877,0.013824879267050326,0.014767058478346248,0.009765649878598034,0.02646892597158707,0.014069388257987713,0.020395012620769763,0.01712316713252098,0.02694268498873902
1070,0.03573392506311932,0.028304020270479,0.02569896638997612,0.017258972897374356,0.02586058062656549,0.018629514337236107,0.017244379535225732,0.013073724521313428,0.021142247462598882,0.029401038468430576,0.029207042064033725,0.020124442752938804,0.020432389771429766,0.015654640305277977,0.018497906152836238,0.01968722773188381,0.028655384575525064,0.020341266027596262,0.021553152021096523,0.01642199324459921,0.025544147367743915,0.018362228126825506,0.019095344523415738,0.017237566787376556,0.027058643797624682,0.014193960750432343,0.014226946542502708,0.02061155673097985,0.015373297734606915,0.015276595442765854,0.010919858109276702,0.011304244756743262,0.007924290191376224,0.024190708753464643,0.0184233147830565,0.024889924373983078,0.016815515904384012,0.022435169401489295
1071,0.03590819731046335,0.029005552775202715,0.024429947062078208,0.01847618437998804,0.02286627014697906,0.02295112673595354,0.017898488476614776,0.016368811887175726,0.02076035225708212,0.03424369257552705,0.020337022626402638,0.01996384102828897,0.01830789784689951,0.01285298679666215,0.018411887037738345,0.0184982613429399,0.024509097138430528,0.017035562713518755,0.02055600805389173,0.010589067234344019,0.02223410563677273,0.018065511477126036,0.022191515235088912,0.018948295741215048,0.029072824184683453,0.012961276855692549,0.01801057950703042,0.02256047126470687,0.018237261177351922,0.01409021804453843,0.012451591827084997,0.013860914624276079,0.006531631401274028,0.027408747749113973,0.017956468699392523,0.02354774994031031,0.014335288984952345,0.0235624968303475
1072,0.03104080104088922,0.027924958201069824,0.025096066656969753,0.014912831061108548,0.02335381612622066,0.01819460703505398,0.020264264975217414,0.015644151860682912,0.02077874709631569,0.03240449500166845,0.025075096544871455,0.01814627115943164,0.020036849165363392,0.013582024763739447,0.018929600482537064,0.016112571369185737,0.026061802064657306,0.020140089670918116,0.020059479019195876,0.017889012815778028,0.02405431301031245,0.015554727833019847,0.02357330972366265,0.020645670032400202,0.018988595541863173,0.01476222789576789,0.011672793755474498,0.023281670052874043,0.02208946137659421,0.0164459523740537,0.019511864985791064,0.007493129340931802,0.0034845617999374394,0.023556881194600993,0.01694657719586061,0.02098251918004787,0.01610778624064864,0.023349397004612683
1073,0.031624423681623194,0.027929575726006014,0.022630026182281163,0.01924812784550811,0.02252904055371417,0.01746199781313232,0.018650206954139516,0.014338519456059023,0.021917024832769964,0.03453782768033909,0.0200397571972231,0.02059397440191338,0.017223934657077118,0.014958822824651889,0.01847923572208505,0.01613227378485613,0.021385278378865134,0.01793257008881659,0.019422221361839943,0.013481321232881757,0.020591842666544593,0.013630489858396292,0.022130636489869383,0.02116039692927877,0.021896861924508595,0.011748592626201848,0.017498379358676024,0.02655090162790933,0.018698171695364186,0.01640049639929414,0.01257231626985661,0.012833675615899135,0.005005153632549597,0.025957058672793885,0.017494117532412045,0.02468132392999398,0.01388181688498633,0.01972692759391532
1074,0.024822156841981118,0.028343692770407432,0.024580466650186913,0.015310227566348495,0.022173370371631827,0.017348807305030314,0.016984822777311084,0.01314803082505306,0.025009054181196318,0.033445149903969455,0.02096687055677646,0.016402857555839388,0.02085860325898558,0.013248404215481048,0.016975631615072567,0.016718204349693983,0.030292812929925333,0.023347269144721933,0.024445323282811956,0.013354229861884215,0.027611567695744514,0.016051856165190555,0.0208614503959723,0.018105252512200652,0.022555890290584992,0.014837981225610725,0.014826459072178765,0.019223637121884768,0.01740382809463069,0.01138306392481627,0.020404883650662224,0.012840809633505012,0.008348125066272194,0.030069002834931458,0.019111825775992484,0.021955165235572054,0.01149354790629205,0.025136931010288913
1075,0.03624129791405588,0.030165797336344842,0.02551018072099682,0.020009352124572978,0.022976248393143182,0.022411752604501387,0.019186247167390084,0.015038461232320707,0.020573323500127236,0.026442672402003,0.027741811554988855,0.01937788760803124,0.021047833118821815,0.01333406133240852,0.022032093251945738,0.01842104716170251,0.029585484740634205,0.02432860964549233,0.02406083308435013,0.008629621351010894,0.021257121647920065,0.019138660324536472,0.02361640660653559,0.01663523318522462,0.02843969290531583,0.010700923110449075,0.007785218166086588,0.0257114993473583,0.013738607363965427,0.013514327723150229,0.016644236511570296,0.013226879550666565,0.0037002700435396075,0.02846058089500585,0.020758747323970858,0.022616539517746156,0.017817000065626584,0.022111665878556452
1076,0.031058326648202825,0.030395227240053373,0.02410809153645688,0.016365450145012502,0.02015961180403342,0.01908959510248889,0.019328166875993445,0.014396728460882528,0.019416373480476614,0.03156432732177067,0.022480798079895878,0.019529392913736763,0.02418412072820816,0.0097033376251963,0.013875718779609959,0.017632277287496882,0.030344569910687885,0.020919132443805333,0.01960567485511276,0.01528338073164167,0.02290519301375099,0.017627217391414575,0.021695039237815763,0.020328021276588656,0.018821806816300784,0.011260900604007815,0.012202401751948864,0.02809346815829457,0.017907923324422582,0.007109666359658292,0.015385981208141896,0.014284962391775133,0.008596515594963728,0.02516891681426634,0.015138389720568933,0.026114892855687695,0.015882692624308567,0.029006900620153736
1077,0.03298810011674899,0.03030298075053718,0.02378200870808001,0.016982259715834253,0.02208220622918814,0.02198767794296646,0.01960930075885663,0.01345695410510872,0.020521004390902826,0.030321805918025777,0.024823195791023905,0.01914779911645822,0.017512227446462237,0.01731962653764156,0.02003164055516851,0.015075978927284586,0.02507433668051517,0.01779945344578673,0.024285533188849323,0.01299351498200365,0.023166265602130906,0.012091913015045759,0.021973001905159648,0.011732431315334163,0.02429853062478111,0.012268632093849895,0.01607862410553122,0.020138010886960045,0.0159399715756257,0.016549196625893308,0.012077281315097952,0.01107214945650355,0.009323073014507537,0.024057619237277474,0.019709790981759984,0.024528318971975004,0.011343634757456495,0.025149030574119102
1078,0.03190736077804457,0.027592457935253126,0.024575434630012227,0.016873911994157668,0.022987620733221328,0.02194231323719644,0.016953985105553626,0.015608683090520482,0.02169808751499929,0.03235853123541214,0.020152235728594443,0.018861785079157117,0.022211736594278386,0.015558657432135223,0.015050488307841201,0.008822878766309314,0.024411007003617154,0.018956341076470644,0.02148194305656233,0.01245348111973036,0.023871341065540945,0.014154402672569379,0.02184682243492368,0.01566427646265714,0.02617922800659501,0.016784278058334056,0.014636387780186801,0.026318486383707554,0.017549675653152134,0.015284907052036294,0.015440884068296554,0.011680452066932428,0.008008865569153869,0.024274976589402406,0.018247459143645988,0.021272379252289763,0.00928078655760006,0.025742262794861817
1079,0.03200076550914389,0.027486783722160325,0.024638562217021393,0.017712717211646394,0.016197035316568718,0.01954662708694405,0.014345521001059916,0.012159299883980177,0.019397066896830243,0.03138366061157562,0.020599271117364357,0.021551744178275194,0.0212968594889806,0.01570943870708527,0.019755139627322588,0.01797050998964003,0.02540185265080705,0.020617853643297403,0.022344012203365116,0.015633163127262595,0.025012442253755603,0.011528432469940699,0.021960219609618015,0.018679966814167375,0.01929427059983587,0.009243515371098207,0.010515630194732532,0.021202102347321027,0.01609535973088256,0.017612056584971857,0.013467079991071117,0.015098313521504106,0.009623929239020444,0.028799610878996882,0.015825269538044705,0.026702731857494985,0.016120074914731525,0.026315476625935568
1080,0.03355241372001415,0.027650243726143657,0.022867784725201724,0.018011538776885494,0.02340496919785801,0.024259089656071285,0.015645496305202358,0.0141464714883441,0.02328008817606168,0.028737774375288683,0.025055508630473407,0.021998387177271463,0.021978032125750953,0.012868268088473241,0.016567743202597476,0.014908290137571731,0.023895108240764025,0.013329228081787624,0.022517147389178507,0.009895955035306716,0.022855887578740117,0.01978279997006992,0.020384191717089363,0.02092991723712636,0.02331010908285494,0.010999195983610785,0.01609272840782347,0.024390998244423853,0.018517695181324137,0.015598722914396694,0.014096151561017754,0.015313519129055382,0.005688200270682656,0.018559044279312587,0.020144867473824338,0.020121429854186263,0.019292227128509535,0.023021238080359305
1081,0.033967680135787104,0.02941663282724228,0.02318750332102187,0.01351075587309951,0.025706440338279412,0.022169075499229963,0.0188688510306739,0.014201779081527458,0.022661559542750592,0.031139984501726215,0.01946559779830765,0.019002448967674543,0.02622704726538064,0.012856637853757133,0.017606948110618515,0.016452304543774318,0.02385290069477131,0.023913704722147773,0.016079459960683454,0.016236362983537773,0.026496875987157154,0.0140247366253581,0.023094693808087263,0.0148122644664194,0.019192670591606478,0.01051851747779389,0.010669960703772324,0.02091628849563369,0.020086191526546723,0.01887149396121768,0.014473129655019935,0.01461381030726422,0.00522018400298826,0.022111390294133264,0.018389174551263564,0.02228588021513634,0.018219507688968663,0.021665202046599736
1082,0.03419233984479986,0.0252906990577007,0.02463119973506594,0.014581386648837943,0.018892824398788793,0.01971899240983156,0.016994031457704194,0.014442898679985678,0.023510068719086095,0.03239637176894627,0.021205689670949532,0.01450229939857987,0.01736673794299899,0.015938653597249063,0.018424261339485885,0.01610232726803831,0.027583209515844812,0.03215407376907935,0.0191552957886443,0.016496717065508187,0.025294850914377536,0.012606823850194005,0.023714789602513723,0.006910482283085124,0.02306941173550292,0.012750743967350101,0.011178184906115983,0.027374261966628836,0.013528018512928563,0.012257298311540307,0.015180639549303558,0.01728896014476085,0.003470418835815706,0.028353635109589888,0.024574730326134945,0.021311194787425537,0.01740271248358335,0.01946554425370863
1083,0.03522903323529863,0.028964248276541666,0.024109518046519767,0.016263314261501207,0.02555537553481627,0.020029949947462215,0.01827965389870394,0.013755867024545494,0.025207070081818283,0.03196548964140112,0.01797077975802175,0.01903786742795625,0.018761441588230617,0.014590910548676365,0.018294188887220952,0.016150432047849942,0.025316904527822523,0.016934413736541466,0.021014389605003632,0.0097950226000413,0.022193757929662727,0.010667750730475507,0.022511506801475324,0.012198749755595671,0.02114348023350721,0.012225860658469659,0.007646063381136617,0.02249101712501444,0.015523929260333342,0.00957486118739088,0.011586457300382668,0.00925939002595275,0.00425097781309493,0.025612007387485522,0.020477987567184074,0.021201570051566372,0.020504102128985627,0.024157042318292028
1084,0.030803612934853584,0.029352168285204663,0.024334030987030283,0.019160960042981557,0.02157292407668694,0.02111371931875584,0.020567543516911743,0.014878611314683005,0.018843957518654843,0.029573430948114144,0.02522816846340535,0.020348322167540175,0.02165675596078511,0.016251341569454875,0.02057829424280764,0.019271943992815677,0.028498872250341895,0.012805665534908436,0.01681589017472913,0.014326378727704618,0.02525425463756695,0.013754036193207472,0.02010092018308723,0.011001594838536952,0.02236818573141212,0.007466106640953039,0.010306056408678122,0.022335363000184762,0.017727981283192265,0.012603685253066127,0.01638507660072504,0.015568033316756488,0.00850467197773974,0.021869475032420174,0.020576684548427728,0.02657789220387456,0.014787693180198567,0.024009853915913072
1085,0.03492800109306001,0.028820736645309385,0.02596119794242527,0.018593483530849466,0.022961095103992215,0.023373873162908086,0.01671221968273204,0.01550085408102914,0.02124023298287588,0.025672668480942212,0.020769485745305655,0.017125023992613883,0.02141904518177163,0.012524525640706979,0.01628729256669642,0.020746488442647548,0.01886587000971605,0.02179784976500805,0.02150739757043057,0.014218817169150215,0.0289632046499889,0.01628332445305014,0.02371875263254097,0.008634380791572216,0.019392985119354448,0.011591157519400652,0.009013413447755761,0.023316707408017084,0.016219735954861654,0.013338103198902591,0.014562637277174585,0.014464149699432358,0.0055269955810435594,0.02636112219451571,0.017203507388426006,0.020644139281523807,0.015005920672921091,0.027166943514344444
1086,0.028788240495166668,0.02698978986453371,0.025614235154105776,0.01469026475554986,0.02394632625733273,0.02052561594326049,0.01744452275933531,0.015911047791219896,0.025001600651511444,0.02957908037233548,0.02622349857210841,0.01979969222115594,0.025427074158452172,0.014526782247154202,0.018590374788805385,0.013662012824745185,0.030767185254213444,0.023949027661131064,0.014683248799749304,0.011795675883814702,0.02039042529224003,0.022090262230738275,0.02110935128503524,0.019330983546568505,0.024719798336002033,0.014988854907482349,0.008731407362254499,0.026896437865398887,0.015513746874564676,0.008102326092036656,0.020258569880562058,0.013710871700689915,0.00436857280087101,0.021748306315476064,0.021715150988804877,0.025371048069246418,0.01377959719759854,0.0240205745261885
1087,0.03283001826006498,0.02640929855305994,0.024135550016046666,0.01570524051960898,0.024699756845263026,0.01999811111212158,0.015285696273643457,0.012645443883137254,0.022258571574698377,0.027757166231852908,0.023455313532005414,0.023431448061623485,0.017469059018046556,0.013822289952428683,0.01673064947123854,0.011408855206969193,0.028489963200495728,0.019596248344991195,0.020023274316521743,0.01489800896451971,0.022218030823160373,0.016800712800855787,0.01822999405677335,0.01320631607476301,0.02214828450617177,0.014212565898075373,0.011076659468690832,0.025939696658015755,0.019876650682602283,0.01833770983407169,0.013698905876493367,0.013413748353081392,0.0022819271881616373,0.023218807280465433,0.013978439661266268,0.027439600899921486,0.01597450538866031,0.016711454185407804
1088,0.032125484102983014,0.02882877847298773,0.023183476517190625,0.017563592027501827,0.02075688827022532,0.020909798838340626,0.017542687818583824,0.012478619673614673,0.02310700090932647,0.03016181135957843,0.025923537960210588,0.02018938700870295,0.021230417270731758,0.015563864663686675,0.021638941687725226,0.016013611399158224,0.02860771449436829,0.023128243435882666,0.022611203699772587,0.016430116266586577,0.026771928079080447,0.016365375101443286,0.019540909043427063,0.014289182569977793,0.019324078758618617,0.014880220875153026,0.011336844339769976,0.02134498442536465,0.018456506464766556,0.018457908652200265,0.014542880866977814,0.012902640016106942,0.0036615019676543574,0.02334418535910923,0.014498754492452071,0.0217232085123701,0.014987944656015913,0.023030484365352873
1089,0.030390268068864527,0.028696769023958554,0.02303805795474403,0.018415522222046468,0.022326219117083594,0.019132158935284697,0.01664269981420795,0.013730883469221177,0.017590608881417037,0.032140063941090265,0.026954187553634257,0.02085405142177573,0.01479379167350128,0.015049252753180609,0.021146820201324138,0.012427230076914764,0.028901198818181793,0.02179524830624951,0.023863006472362627,0.016418232932174093,0.0243953118097165,0.017876084877852333,0.015466501900798369,0.018830109176908975,0.02137882142208176,0.00989231302078746,0.008456041005693405,0.02483531862487334,0.018031195130322582,0.007210373685540627,0.017199788860928364,0.011510098429070878,0.007270304691136377,0.0238544790772156,0.012954986814189324,0.025097580394769656,0.012867567688777965,0.024064992340764903
1090,0.03574890916449823,0.02948300072962684,0.02584516790368564,0.01847653166422252,0.02216386937703749,0.020991530520298084,0.016827949649468012,0.014358159654215235,0.024263853814895014,0.03308652795138198,0.018281313681052583,0.02091352828180661,0.019790395607781043,0.011030171186660182,0.017071383673096806,0.01606756344806914,0.03051474785604841,0.02724977930370346,0.024147797198239396,0.01486421412679662,0.024591770349621987,0.018359066120548915,0.02632381100930817,0.01804353758109513,0.026758656337080026,0.012471757336549576,0.014340978149646343,0.02544266245706285,0.01914757774724362,0.009543530481797497,0.015797762914322732,0.015077684700482048,0.006094611171516267,0.023318710208285267,0.017170202511992656,0.024317355152778056,0.01646117661176642,0.023886921651790318
1091,0.03334789063182381,0.030412916609140944,0.02563978032941606,0.017179727915148837,0.024810472777743238,0.020679889613600018,0.019347268858794963,0.013691344472041626,0.0172878447390027,0.029789539217800472,0.02276576312024396,0.02476755308108509,0.02106523063657847,0.014352442233791703,0.011671733456712123,0.019341697138519846,0.022115728676656347,0.02305824875667908,0.021714045973953645,0.01296224745012928,0.026645939164839042,0.017134697656678462,0.018503780215591976,0.015973440399482276,0.022604291959743436,0.010569196323003655,0.014065244091374872,0.02119908331080248,0.021851521973262643,0.009638020861843058,0.015151091641493206,0.012834822103933522,0.006975747765306262,0.023817959592481917,0.01565602673886824,0.023539705804954705,0.012939095798199738,0.021998851652708363
1092,0.036220839181177106,0.030443629065475097,0.02334052137534996,0.01862988310932089,0.02028281409805716,0.022073648024478542,0.019781478406877787,0.013349595940465971,0.021100825754071288,0.028702962236050792,0.02074062131782869,0.02413065120943074,0.0186825428311482,0.01360412977386581,0.017169730022152982,0.019281737540957425,0.029572240903977948,0.021169369795455147,0.020519305011204903,0.011498136152243207,0.023928266917724678,0.014590088460015173,0.020435756564750884,0.01863359650261336,0.024572214475754563,0.013693188659943432,0.00762510703221703,0.029044022702421426,0.016494463641525535,0.008914736228902946,0.015093127956026978,0.014368995991797348,0.005303893933176922,0.02673564225190645,0.018662169562986254,0.024721589216067003,0.009728561727053744,0.022894670527452792
1093,0.027730861174584478,0.02868707647711693,0.02323277457920842,0.019329620003020395,0.022376365256493582,0.020746545492151682,0.017960744238398517,0.015547945395032405,0.021101663106396887,0.026860945794614243,0.02567748717588048,0.021440619161755405,0.01881919930058364,0.011647541571282994,0.016005891605417724,0.01078327202252563,0.028081617105078182,0.017935396980773954,0.018659525250329562,0.017317983291634545,0.023581726267066998,0.014402695932681415,0.02155010741089871,0.013530861020603554,0.02152061571863613,0.013689929706583765,0.009645184996930223,0.025833896364716336,0.016929484228482346,0.008898972863221255,0.014052396753662112,0.014098173890754837,0.009783569700560118,0.024551395468086063,0.020093335520650388,0.02685165363723567,0.017905241409815427,0.022825937684966362
1094,0.03550021067258283,0.03416209846417394,0.02337732157811502,0.01802657018615709,0.025227925232900884,0.025062498851315066,0.01776917440043163,0.01832273971924382,0.021595000699594642,0.03446299279279394,0.021890114306190447,0.02142080648330134,0.021022025588063906,0.014649352217299969,0.018296822778230686,0.016160463905345618,0.03167668993702677,0.019950915017337457,0.019699304908596622,0.015416653028792247,0.026145258718373768,0.01907624497559977,0.021327652973051302,0.018772356347395287,0.01992273241983128,0.012901696407913573,0.016032589186589008,0.025765817239341203,0.01875928975280654,0.01521057286058328,0.016888053242749963,0.015512037706398989,0.010165309828699932,0.018915466221350694,0.01681688322930196,0.02666115520742348,0.013034443730862327,0.018893338973170432
1095,0.027155489355206293,0.028256900731590356,0.02467012950140299,0.017507057305378246,0.025175155596628106,0.02099988722834659,0.01747541453104855,0.01414187460912151,0.0187560726620148,0.03374158720740773,0.02362089850506367,0.015215271019272626,0.024500631606156734,0.015709833807272835,0.018451998841703912,0.015483074493962159,0.03275355190373908,0.018800250478981265,0.01852644995793475,0.017584717537938627,0.024336848953570668,0.017337284270648783,0.018090036888800138,0.01563372027855102,0.02468122645007578,0.010475085728317696,0.01164363223617142,0.024336261850770112,0.019955150595193462,0.00846227734222549,0.020551558364950494,0.010513471903412926,0.00676683304776273,0.0226208485246254,0.019150798427557163,0.026599298164226286,0.011476436466494266,0.03005646703078025
1096,0.026432789731744462,0.029257463518071288,0.023729038370021778,0.02053085831454245,0.025140057369526625,0.017653848156933265,0.0170755070552051,0.014145536377825707,0.01915842451562734,0.029994106212729712,0.017440708739391814,0.011756461580490046,0.017896070195890075,0.011769942830199092,0.01467925723811623,0.015001662593007831,0.0285322524109405,0.01875673882328859,0.02128199875601929,0.014052115597683913,0.018090086637300988,0.01831187221807165,0.018717871262466185,0.015583198675065616,0.017426146203426935,0.010591687939218442,0.007085201275077015,0.023805513859647767,0.02180555330911144,0.012663907002304894,0.015781111704765642,0.01230546991524313,0.007313118596198854,0.018640700545263702,0.01508938817132988,0.024157259097518185,0.014897938705016925,0.021683909581621696
1097,0.02784579567982772,0.028976839762585235,0.024836997092035774,0.01716029294253078,0.023723444893550175,0.022095690926268095,0.0167787100833321,0.014978323321506148,0.019930998955717892,0.03125248464241575,0.023867092414463643,0.0227524480634591,0.02493827957163341,0.014701319167920097,0.013160944763164574,0.01563059735153562,0.02043673182729838,0.019868245593169954,0.02065796187598125,0.013961931683544216,0.021068075407323215,0.013527779131929782,0.02346962877336479,0.017886731047113722,0.024411171908285113,0.014169736799080119,0.014023610232023278,0.027332501190152167,0.015057679132426938,0.01464563920286361,0.015225496355085959,0.010830162247045616,0.002255898569475987,0.02216010957816146,0.015250934901200762,0.02220567520982625,0.00937827438743893,0.022645411389428074
1098,0.030442394697247074,0.032095512804514205,0.024323998416309632,0.01597850496549248,0.02358065693270401,0.020774121428581906,0.01901668397242422,0.014523289784310917,0.020240798742299088,0.031028163521911303,0.019037065597832234,0.02509709429303286,0.020090928943256228,0.015102356083578851,0.015591779516228805,0.017430722787040522,0.021472564538586994,0.024201430540603544,0.020099374368716817,0.017358925388485283,0.02735112422613606,0.019281059736014433,0.02021613087548629,0.012312888361225762,0.024583967271082915,0.013662775128550096,0.014703654633471152,0.02561959752119018,0.015216044642615912,0.008863046996365498,0.011049573391176907,0.01236636572353592,0.003362514976604307,0.02686479599728009,0.013128544021167714,0.024470825874362025,0.013589412475993252,0.02446320832728285
1099,0.03216929617010968,0.028158095595377054,0.023169463218586137,0.015826634668760747,0.023880788750543034,0.019169767975069217,0.019695695316993337,0.012597295190018122,0.021707638512126985,0.02747696372071568,0.020473418239099237,0.018916880326452792,0.01341376064804194,0.015070115052615877,0.01788274712500006,0.012540595448175098,0.028029182453447505,0.017456669572962054,0.01759000263257624,0.014112928682278694,0.023950206777956635,0.016449612977751937,0.018838965048650767,0.012209274720597487,0.024796612906960554,0.012168006553129369,0.008943419527432954,0.02277133563548316,0.020468977545658944,0.012445809046674486,0.018536507418669357,0.012361055172999864,0.004789589135457222,0.02417006126241638,0.015992994467952822,0.022629702390172462,0.014351387188476663,0.025144162183277398
1100,0.027834010403221084,0.028876995714172734,0.023987428132829353,0.019208810997717356,0.023756517451677266,0.020272811615504743,0.016651931140914632,0.013109085103510191,0.023831219296686485,0.03016210566838095,0.022554586513788676,0.018423859812796123,0.019574860127830163,0.017629758840451985,0.018598758792996394,0.018301790244736955,0.0285891448562897,0.017080747144972618,0.01805064176068909,0.019884840202360875,0.02827421450211968,0.015080213865354901,0.020913686117488586,0.020123617268076967,0.026337551173960624,0.010745965748110183,0.01087941961549059,0.0228258587779447,0.019349244299400544,0.01375149015081242,0.01396827585074358,0.011014440768083934,0.004821838454999982,0.02466795776123611,0.0186878218433256,0.026060385257078458,0.013217603043496557,0.02746486831936967
1101,0.02732056406589384,0.029011102393124315,0.024393603701972306,0.01584177537808483,0.020967762577472612,0.01992655999124244,0.01895731425757434,0.013713740843260939,0.019051225043521913,0.029416801471378186,0.01984605533003929,0.023287060537983434,0.01868530016595662,0.015773471286198236,0.02339842118900586,0.01730341200678855,0.024517030723754562,0.02116239738581377,0.019755373259748667,0.011952185339290499,0.021406618118287375,0.01654203621982449,0.01789244277930783,0.011375707996964302,0.024535170246580376,0.013488998668655038,0.009489145361683163,0.02586923855383562,0.014700359653942752,0.011128173851818067,0.011961527997932332,0.012332060307882774,0.007803122208208347,0.027427415981183288,0.0174696454517089,0.027599151272548778,0.01972881812699712,0.02519848453408052
1102,0.03574273252310112,0.031226087795382915,0.02534889714376923,0.017996108558234802,0.025248929168287377,0.021801954621094202,0.017734108396515912,0.016133251518112637,0.022133027160401796,0.02769405057437935,0.022890905381904313,0.023123144303929158,0.021409988166022943,0.013170006591938755,0.014975143920380142,0.012966653408712371,0.027898577509487252,0.015313167127369987,0.01510676364758107,0.015097708500001077,0.022788984150990708,0.017206291574122585,0.017016340623717537,0.014780101034391776,0.02151951796451603,0.008571171902060946,0.009236882793870275,0.023756761568107,0.015956853188609527,0.01142372006204528,0.01198319209306951,0.013504915779685118,0.004319263360603878,0.026184071008003077,0.015068016135397523,0.02461530182519831,0.02120223014720733,0.025439476293942838
1103,0.031105608141243468,0.03033591147100301,0.024395708454191506,0.019489864393750264,0.024294235670291077,0.020264289991538655,0.019285565578110724,0.013162666993395427,0.023342047805664762,0.034407313176194956,0.019652010493236605,0.0172350466200381,0.01851215697851057,0.01672826796406218,0.015339750369739384,0.0158627921315411,0.029977040984747107,0.021502683803006083,0.02437976828862065,0.016264823636106564,0.025344064749960416,0.015970095355229114,0.020518432211249674,0.016404735200609925,0.022221470412178323,0.011981219195410656,0.011577501396666957,0.024460119505928662,0.020208621324991908,0.010050139238157806,0.014648070508477268,0.013711543769866564,0.005444040114351917,0.02557186659143272,0.01616148001287195,0.02328577042730758,0.016030132185805863,0.022230478954767555
1104,0.029314349633069153,0.029557056994289718,0.02465041623479861,0.018339318351316955,0.022405594970441884,0.022537776408549304,0.017922838065331268,0.012923769486629986,0.0209872811224711,0.02735614407511162,0.02305178456957087,0.023515306269526626,0.012995759989666202,0.01276125442234379,0.01877400749752747,0.013176748445840604,0.02804851941630421,0.021291805512287335,0.020577880813568785,0.01746597745129022,0.02257273706138771,0.01180248967464979,0.022801504058611786,0.017615542532522552,0.021540986018203364,0.012609004448464717,0.011545020737011377,0.027949422990415744,0.019530089798863236,0.02045378022872737,0.01700997315098933,0.012398544802070952,0.012550961282587694,0.02632039227103082,0.011498674524311437,0.020668813573788178,0.0146048284856621,0.02649644029296881
