bootstrap_iteration,valid_players,rank_correlation_with_original,top_10_overlap_count,top_10_overlap_rate,top_20_overlap_count,top_20_overlap_rate
405,38,0.8444031075610022,8,0.8,18,0.9
406,38,0.8557829084144873,8,0.8,18,0.9
407,38,0.8406827880512091,7,0.7,18,0.9
408,38,0.9002079002079002,9,0.9,17,0.85
409,38,0.8472480577743735,7,0.7,18,0.9
410,38,0.8932049458365248,7,0.7,18,0.9
411,38,0.8691322901849217,6,0.6,18,0.9
412,38,0.9199037093773936,8,0.8,19,0.95
413,38,0.8529379582011161,8,0.8,16,0.8
414,38,0.8389320494583653,7,0.7,18,0.9
415,38,0.8842324105481999,8,0.8,17,0.85
416,38,0.8133274975380238,6,0.6,18,0.9
417,38,0.931502352554984,8,0.8,18,0.9
418,38,0.8949556844293686,8,0.8,18,0.9
419,38,0.9076485392274865,7,0.7,19,0.95
420,38,0.8424335266440529,8,0.8,17,0.85
421,38,0.8678192362402888,8,0.8,18,0.9
422,38,0.8680380785643944,9,0.9,18,0.9
423,38,0.9124630703578072,8,0.8,17,0.85
424,38,0.8824816719553563,7,0.7,18,0.9
425,38,0.8227377174745595,7,0.7,17,0.85
426,38,0.8735091366670313,6,0.6,17,0.85
427,38,0.8673815515920779,8,0.8,16,0.8
428,38,0.9240617135353977,7,0.7,20,1.0
429,38,0.8997702155596893,6,0.6,19,0.95
430,38,0.8463726884779517,7,0.7,16,0.8
431,38,0.8912353649195754,5,0.5,18,0.9
432,38,0.8627858627858629,6,0.6,18,0.9
433,38,0.8638800744063901,8,0.8,18,0.9
434,38,0.8479045847466901,9,0.9,17,0.85
435,38,0.8929861035124192,6,0.6,18,0.9
436,38,0.9072108545792755,7,0.7,18,0.9
437,38,0.872414925046504,8,0.8,16,0.8
438,38,0.8338986760039392,8,0.8,17,0.85
439,38,0.9266878214246635,7,0.7,19,0.95
440,38,0.9096181201444359,7,0.7,17,0.85
441,38,0.8612539665171244,7,0.7,17,0.85
442,38,0.8695699748331327,6,0.6,17,0.85
443,38,0.9100558047926468,8,0.8,18,0.9
444,38,0.8953933690775795,7,0.7,17,0.85
445,38,0.9385053069263596,8,0.8,19,0.95
446,38,0.8293029871977239,8,0.8,17,0.85
447,38,0.8406827880512091,6,0.6,18,0.9
448,38,0.9120253857095963,8,0.8,17,0.85
449,38,0.876572929204508,8,0.8,17,0.85
450,38,0.9048035890141154,7,0.7,17,0.85
451,38,0.8691322901849217,9,0.9,17,0.85
452,38,0.8671627092679723,6,0.6,18,0.9
453,38,0.9216544479702374,9,0.9,18,0.9
454,38,0.873727978991137,7,0.7,16,0.8
455,38,0.8669438669438669,6,0.6,18,0.9
456,38,0.9231863442389758,9,0.9,17,0.85
457,38,0.8840135682240945,7,0.7,19,0.95
458,38,0.8855454644928329,7,0.7,18,0.9
459,38,0.8927672611883138,7,0.7,18,0.9
460,38,0.8494364810154285,6,0.6,17,0.85
461,38,0.8546886967939599,8,0.8,16,0.8
462,38,0.8076375971112812,7,0.7,15,0.75
463,38,0.9131195973301236,8,0.8,17,0.85
464,38,0.8686946055367107,8,0.8,17,0.85
465,38,0.9072108545792755,8,0.8,17,0.85
466,38,0.9153080205711785,7,0.7,18,0.9
467,38,0.8864208337892548,9,0.9,17,0.85
468,38,0.8816063026589342,7,0.7,17,0.85
469,38,0.8658496553233395,7,0.7,16,0.8
470,38,0.9177152861363387,8,0.8,18,0.9
471,38,0.9249370828318196,9,0.9,18,0.9
472,38,0.8936426304847357,9,0.9,16,0.8
473,38,0.8739468213152424,7,0.7,17,0.85
474,38,0.8791990370937739,8,0.8,17,0.85
475,38,0.8991136885873727,7,0.7,18,0.9
476,38,0.9102746471167523,9,0.9,17,0.85
477,38,0.9058978006346428,9,0.9,17,0.85
478,38,0.8503118503118502,8,0.8,16,0.8
479,38,0.8980194769668455,8,0.8,17,0.85
480,38,0.9045847466900099,7,0.7,19,0.95
481,38,0.8927672611883138,9,0.9,17,0.85
482,38,0.9065543276069592,7,0.7,18,0.9
483,38,0.8387132071342597,7,0.7,17,0.85
484,38,0.9100558047926468,9,0.9,16,0.8
485,38,0.8781048254732464,9,0.9,17,0.85
486,38,0.835649414596783,6,0.6,16,0.8
487,38,0.921435605646132,10,1.0,19,0.95
488,38,0.8507495349600613,7,0.7,18,0.9
489,38,0.9288762446657184,7,0.7,18,0.9
490,38,0.9295327716380348,8,0.8,17,0.85
491,38,0.8360870992449939,6,0.6,18,0.9
492,38,0.8360870992449939,7,0.7,18,0.9
493,38,0.9411314148156255,9,0.9,18,0.9
494,38,0.84112047269942,7,0.7,17,0.85
495,38,0.775686617791881,7,0.7,17,0.85
496,38,0.8988948462632673,9,0.9,19,0.95
