player,Elo,Elo_matches,Elo_wins,Elo_losses,FIRST_ELO_MATCH_DATE,LAST_ELO_MATCH_DATE,Elo_rank
C King Hele,1467.2698617968515,3,0,3,1975-05-26,1978-05-29,6653
Antoaneta Pandjerova,1467.23361186578,11,3,8,1996-07-13,2001-04-27,6654
Maria Paula Deheza,1467.1402699572548,11,4,7,2008-04-23,2011-02-05,6655
Stacey Lock,1467.1083230742709,3,0,3,2008-04-23,2008-04-25,6656
Akiko Gooden,1467.0669206992832,8,2,6,1990-04-02,1991-08-05,6657
Monica Simmen,1467.0380018338049,32,11,21,1976-08-22,1981-04-20,6658
Suzanna Anggarkusuma,1467.0359910781754,38,14,24,1981-11-09,1991-07-26,6659
Ruth Pullar Lothian,1467.0025193854572,6,1,5,1976-06-14,1980-07-07,6660
Elena Krutko,1466.9901924122983,8,1,7,1998-04-14,2000-05-18,6661
Liezel Huber,1466.937231493989,18,4,14,1996-10-28,2001-11-05,6662
Tania Kokeza,1466.8383252820013,3,0,3,1970-07-06,1970-07-06,6663
Themis Zambrzycki,1466.8287050537094,6,1,5,1989-04-17,1990-04-23,6664
Arlinda Rushiti,1466.8195146801932,6,1,5,2023-04-10,2023-04-15,6665
Monica Acosta,1466.7999614893365,4,0,4,2002-04-22,2002-04-26,6666
Anne Meredith,1466.7994218840563,8,1,7,1988-06-20,1990-06-25,6667
Dagmar Stoltenberg,1466.7551922961625,26,8,18,1970-08-24,1980-05-22,6668
Julia Schruff,1466.748081809384,131,48,83,2003-04-07,2010-07-26,6669
Nicole Lorenzetti,1466.7391744158979,5,0,5,1978-02-20,1978-03-29,6670
Malou Ejdesgaard,1466.7341502430534,4,0,4,2010-02-06,2012-04-09,6671
Ansley Cargill,1466.7253771236446,24,6,18,2000-08-22,2005-10-31,6672
E Robb,1466.694222377129,4,0,4,1975-05-26,1980-05-26,6673
Charlotte Roemer,1466.6319087829868,16,6,10,2014-02-05,2022-04-16,6674
Valentina Mediorreal Arias,1466.5673128695132,4,0,4,2024-04-01,2026-03-30,6675
Jane Ohara,1466.534472834781,65,22,43,1968-07-01,1976-08-21,6676
Joy Schwikert,1466.5298019279583,56,17,39,1971-09-20,1975-10-06,6677
Michelle Ballheimer,1466.4967487872357,8,2,6,1975-04-14,1982-04-26,6678
Nanne Dahlman,1466.445328137992,127,48,79,1988-11-28,1999-04-19,6679
Madoka Kuki,1466.4267630195636,20,8,12,1996-03-03,1999-09-06,6680
Sara De Nigris,1466.4217339345503,4,0,4,1968-05-06,1969-09-22,6681
Kristina Kucova,1466.3788425037644,112,41,71,2008-04-26,2023-10-16,6682
Ingelise Driehuis,1466.2910228320493,5,0,5,1988-06-13,1994-06-13,6683
J A Timmis,1466.268204875458,4,0,4,1973-05-14,1982-04-26,6684
Alexandra Chong,1466.201661016871,8,2,6,1998-04-27,2001-05-16,6685
L Ristic,1466.0906444596271,5,1,4,1981-02-27,1982-04-26,6686
Amanda Pryor,1465.996506211322,14,5,9,1977-05-23,1981-01-12,6687
Fiona Moffitt,1465.9622234756314,19,6,13,1974-11-18,1981-04-06,6688
Bibiane Schoofs,1465.940437258708,21,7,14,2011-10-17,2020-02-10,6689
Jolene Watanabe,1465.922708745664,125,45,80,1991-02-25,2000-01-17,6690
Jessica Emmons,1465.9083889434733,25,6,19,1991-03-25,1993-11-01,6691
Mimma Chernovita,1465.8843144905263,5,0,5,1994-04-25,1997-09-22,6692
J V A Boothman,1465.8808035751572,6,1,5,1972-05-01,1978-05-01,6693
Heidi El Tabakh,1465.8776777017265,10,2,8,2003-04-28,2013-02-11,6694
Wendy Wood,1465.8290753879055,10,2,8,1985-07-08,1988-08-01,6695
Maider Laval,1465.8280275657055,36,11,25,1987-05-25,1991-07-08,6696
Jo Louis,1465.800636740948,20,7,13,1979-07-02,1989-07-03,6697
Sarah Wetz,1465.7977049505614,10,3,7,1996-03-29,2004-04-29,6698
Trude Schoenberger,1465.7639295128918,9,3,6,1968-08-15,1972-08-21,6699
Anne Kremer,1465.7559408874838,407,193,214,1991-07-19,2014-02-09,6700
Borka Majstorovic,1465.745538068843,10,3,7,1999-04-19,2002-01-28,6701
Shannan Mccarthy,1465.7309666858846,23,6,17,1991-11-04,1994-06-06,6702
Natalie Gabriela Espinal Sanchez,1465.712884404849,8,2,6,2016-02-03,2018-07-21,6703
Joan Wooley,1465.6830701900606,4,0,4,1971-05-31,1975-04-14,6704
Helena Wapler,1465.6333625423038,4,0,4,1980-03-17,1981-03-23,6705
Maluca Llamas,1465.6325161072803,6,1,5,1979-04-30,1981-11-09,6706
Emmanuelle Gagliardi,1465.6033685973448,318,128,190,1995-04-24,2008-04-26,6707
Sunitha Rao,1465.5943857610755,23,8,15,2002-09-09,2008-06-09,6708
Raluka Serban,1465.4920464349254,8,2,6,2022-07-25,2025-07-14,6709
Natasha Villarroel,1465.4760395833382,6,1,5,1991-07-19,1993-04-23,6710
Susan Das,1465.4460113278603,4,0,4,1968-12-21,1974-07-08,6711
Veronika Erjavec,1465.436363771903,15,4,11,2024-04-12,2026-04-10,6712
Carlota Martinez Cirez,1465.4221175748614,4,0,4,2025-04-22,2026-04-21,6713
Dianne Oakley Grundy,1465.4168000993352,10,2,8,1968-04-08,1970-05-25,6714
Tiffany Dabek,1465.3653700979578,4,0,4,2001-07-23,2005-08-29,6715
Erika Sema,1465.3086270521303,11,2,9,2011-09-26,2016-09-12,6716
Saira Sanchinelli,1465.2171990302008,8,2,6,1992-04-21,2002-05-18,6717
Jane Wood,1465.1912142651654,14,5,9,1986-06-30,1997-03-01,6718
Pam Hobbs,1465.1863677757692,6,1,5,1973-06-25,1975-06-02,6719
Kamila Dadakhodjaeva,1465.1717062884013,6,1,5,2000-06-12,2002-03-07,6720
C Williams,1465.1489707968785,4,0,4,1971-04-26,1978-07-10,6721
Marilen Laspe,1465.1453525658799,5,0,5,1968-03-25,1972-06-05,6722
Suvimol Duangchan,1465.129425275064,33,14,19,1991-07-19,1999-02-26,6723
Haruka Inoue,1465.0781682980069,41,15,26,1995-09-19,2001-09-24,6724
Kamilla Farhad,1465.0724716117488,4,0,4,2011-07-18,2013-07-22,6725
Betty Pratt,1465.0495616437088,13,4,9,1968-01-01,1970-01-12,6726
Ivana Lisjak,1465.0139805865283,28,8,20,2003-05-19,2010-10-18,6727
Pilar Vasquez,1464.908717211799,245,105,140,1980-06-09,1993-07-26,6728
Eleanor Compton,1464.8239410061317,4,0,4,1981-09-12,1982-08-02,6729
I Hsuan Hwang,1464.8108817436637,8,2,6,2004-04-20,2009-02-07,6730
Susan Gibson,1464.8101958123584,8,2,6,1980-05-11,1980-07-21,6731
Darja Vidmanova,1464.7689972619012,6,1,5,2025-09-08,2026-03-30,6732
Irena Pavlovic,1464.753708202516,7,1,6,2009-05-18,2013-05-27,6733
Olivia Gadecki,1464.7133064637753,38,10,28,2021-01-31,2026-01-04,6734
Patty Oreilly,1464.7105306888586,17,5,12,1985-09-09,1993-07-26,6735
Linda Stewart,1464.6497482527702,34,14,20,1980-01-01,1982-07-19,6736
L Jowett,1464.6216047790106,4,0,4,1971-01-11,1971-05-24,6737
Paula Coulter,1464.6102505624206,8,2,6,1979-10-15,1982-08-02,6738
Misaki Doi,1464.6089158404243,280,104,176,2010-05-24,2023-09-25,6739
Charlene Grafton,1464.5597560797999,4,0,4,1969-03-18,1977-09-19,6740
Anastasia Vdovenco,1464.5568273695797,4,0,4,2020-02-04,2020-02-07,6741
Yuxuan Zhang,1464.5336250177797,10,2,8,2013-01-14,2018-10-08,6742
Alejandra Gomez,1464.5288828463117,6,1,5,1993-04-19,1994-04-16,6743
Shirley Stapleton,1464.5138110977007,4,0,4,1969-04-21,1973-04-16,6744
Sandy Gumulya,1464.478005024011,16,5,11,2004-04-19,2010-02-04,6745
Mariam Bolkvadze,1464.4256727057264,22,7,15,2015-02-07,2025-06-09,6746
Karin Ionesco,1464.3634855529629,4,0,4,2001-03-05,2002-03-04,6747
Sofia Shapatava,1464.322032463429,41,17,24,2008-09-29,2023-04-15,6748
Renata Skrzypczynska,1464.284160957768,4,0,4,1986-07-20,1987-07-26,6749
Sheila Burley,1464.24191818948,5,0,5,1968-04-29,1970-05-25,6750
Miyu Kato,1464.1947646689343,26,8,18,2015-10-12,2019-04-01,6751
Alice Canepa,1464.1852932890097,10,2,8,1995-07-10,2006-07-17,6752
Anne Marie Studer,1464.1837488284239,30,10,20,1968-03-11,1971-03-21,6753
Siobhan Nicholson,1464.1449424749048,33,13,20,1981-04-13,1993-05-15,6754
Gabriela Lee,1464.1361774612888,7,1,6,2021-04-05,2024-04-01,6755
Robin Kahn,1464.1211494085849,11,3,8,1974-05-04,1977-09-19,6756
Nicola Hook,1464.0462378389982,12,4,8,1981-02-27,1982-04-26,6757
Jennifer Louis,1464.0404136940601,4,0,4,1970-02-09,1972-05-06,6758
Tatiana Prozorova,1464.0267761091943,9,1,8,2023-05-22,2025-10-27,6759
Gwynn Sammel,1463.9930735438043,39,13,26,1972-12-26,1979-11-26,6760
Annita Stylianidou,1463.9584178908278,4,0,4,2000-03-28,2000-03-31,6761
Sofia Managadze,1463.9121794954156,6,1,5,1996-04-22,1997-04-24,6762
Liga Dekmeijere,1463.89473263405,14,4,10,1998-04-15,2012-04-21,6763
Masika Williams,1463.872117127948,4,0,4,2002-05-14,2002-05-18,6764
Katriin Saar,1463.871041767908,4,0,4,2018-02-08,2022-04-15,6765
Olivia Fery,1463.8467784961235,4,0,4,1990-09-17,2000-04-28,6766
Annalisa Pesce,1463.8339165764057,6,1,5,1980-05-05,1980-07-28,6767
Dina Khalil,1463.8201471355474,8,2,6,1999-04-26,2002-04-12,6768
Hazar Sidki,1463.7466879236247,6,1,5,2000-04-28,2005-04-21,6769
Carmen Bustamante,1463.743819117706,10,2,8,1968-09-05,1974-10-07,6770
Jenny Wagstaff,1463.6793942565498,6,1,5,1968-04-08,1968-05-27,6771
L Browne,1463.675430067436,4,0,4,1981-05-25,1982-07-26,6772
Martina Muller,1463.6734536537663,178,64,114,2000-02-14,2008-08-18,6773
Leolia Jeanjean,1463.6665054261878,47,14,33,2022-05-23,2026-05-17,6774
Mallory Cecil,1463.6607771009526,5,0,5,2008-08-18,2010-04-12,6775
Danielle Cosgrove,1463.6392427569135,4,0,4,2003-04-23,2003-04-27,6776
S Thompson,1463.5673742784086,4,0,4,1970-07-13,1981-07-06,6777
Radka Pelikanova,1463.566058581576,7,1,6,1995-05-08,1999-10-18,6778
Hrafuhildur Hannesdotter,1463.562660370699,4,0,4,1996-03-25,1996-03-29,6779
Kiyomi Nakagawa,1463.540741782811,7,1,6,1974-10-07,1980-11-12,6780
Chiraz Bechri,1463.509880820904,8,2,6,2019-02-06,2024-09-09,6781
Shizu Katsumi,1463.378052120535,6,1,5,1996-09-28,1999-09-06,6782
Tamar Hayat,1463.327268810707,4,0,4,1968-04-16,1969-10-05,6783
Sue Boyle,1463.3237391145815,4,0,4,1970-11-09,1980-07-24,6784
Nazari Urbina,1463.3104349721054,4,0,4,2011-02-02,2011-02-05,6785
Carol Draper,1463.3062033378003,9,2,7,1974-12-21,1978-12-11,6786
Mary Wisnieski,1463.3028336373427,8,2,6,1969-02-14,1972-01-21,6787
Sona Saringulyan,1463.2763772888459,17,7,10,1997-05-05,2000-03-31,6788
Eva Birnerova,1463.27222819337,93,32,61,2003-04-28,2013-09-09,6789
Chiaki Nakajima,1463.2598377370766,8,2,6,1998-09-07,1999-09-06,6790
Maria Monami,1463.206010938704,4,0,4,1969-03-24,1970-09-28,6791
Julia Roca Valverde,1463.1997732534269,4,0,4,2003-04-23,2003-04-27,6792
Karin Benson,1463.190400049353,10,3,7,1971-05-28,1977-04-04,6793
Barbara Luz,1463.165952316487,5,0,5,2011-04-25,2014-02-09,6794
Sijia Wei,1463.1615096652347,15,4,11,2023-10-16,2025-10-27,6795
Pam Jeffreys,1463.1561158939658,4,0,4,1968-04-08,1969-05-05,6796
Sue Edgecombe,1463.1449635801337,4,0,4,1970-04-13,1973-05-14,6797
So Ra Lee,1463.1224861581725,11,3,8,2012-09-17,2018-02-10,6798
Kiyoko Yazawa,1463.1074899068635,19,7,12,1992-09-25,1999-09-06,6799
Vasilisa Bardina,1463.0907744338206,34,11,23,2006-06-26,2008-09-08,6800
Anne Mette Sorensen,1463.0540917564276,55,20,35,1971-06-16,1982-07-19,6801
Veronica Osogo Nabwire,1463.047680758118,4,0,4,2012-04-16,2012-04-21,6802
Roshenka Fernando,1463.0431650387904,4,0,4,2012-01-30,2017-07-21,6803
Maria Ines Fonte,1463.0071007615104,4,0,4,2019-02-06,2020-02-07,6804
Joanne Louis,1462.9875114694864,7,0,7,1984-06-25,1989-06-12,6805
Speidel,1462.987095669852,4,0,4,1975-08-25,1980-07-19,6806
Francesca Ciardi,1462.9588447577655,4,0,4,1980-05-07,1981-04-27,6807
Monica Rho,1462.8584627078194,20,7,13,1973-01-29,1974-06-03,6808
Penelope Abreu,1462.8257539421725,4,0,4,2016-02-01,2016-02-06,6809
A Cornelius,1462.8004236718818,6,1,5,1968-04-08,1969-05-26,6810
A Kree,1462.7830824754665,4,0,4,1968-07-25,1971-02-25,6811
Olga Dzuba,1462.7666315114564,6,1,5,2001-04-09,2002-03-08,6812
Isabelle Crudo,1462.7457485258801,4,0,4,1981-05-04,1987-11-30,6813
Nathalie Vierin,1462.7364661827612,29,9,20,2001-04-30,2009-07-20,6814
Angelika Bachmann,1462.7343238142348,26,7,19,1999-06-07,2008-05-05,6815
Maria Jose Gaidano,1462.7031431054538,66,19,47,1992-07-20,1999-04-05,6816
Melanie Marois,1462.6355778928325,12,3,9,1999-11-01,2004-11-01,6817
Natalia Nikitina,1462.5959063434661,9,2,7,1996-02-20,1999-02-26,6818
Lori Miller,1462.554980010422,4,0,4,1980-07-14,1981-07-27,6819
Marisela Aviles,1462.539083637186,6,1,5,2007-04-16,2008-04-26,6820
Cecilia Rosado,1462.5278635096765,12,3,9,1968-10-03,1971-04-05,6821
Barbara Haas,1462.496759587146,34,12,22,2012-06-11,2021-07-12,6822
Paola Ippoliti,1462.491924015373,6,1,5,1980-07-07,1982-07-26,6823
Mona Barthel,1462.4799680259412,333,153,180,2010-10-18,2026-02-01,6824
Hester Witvoet,1462.4703257196359,34,11,23,1988-01-04,1989-07-03,6825
Tara Wurth,1462.4628204042363,7,1,6,2022-09-12,2025-07-14,6826
Raluca Sandu,1462.3902984436747,36,12,24,1997-04-22,2002-02-18,6827
Yun Ling Ng,1462.3380384488357,4,0,4,2004-04-24,2006-04-21,6828
Nina Kalezic,1462.333768298731,4,0,4,2014-04-16,2015-04-17,6829
Yuliana Monroy,1462.2420396143998,4,0,4,2022-04-04,2025-04-10,6830
Sabrina Olimjanova,1462.2282189900845,4,0,4,2023-04-11,2023-04-15,6831
Henrike Kadzidroga,1462.2099015091871,4,0,4,1989-09-18,1990-09-17,6832
Nuria Niemes,1462.199640308636,9,2,7,1992-04-22,2001-04-24,6833
Steffi Menning,1462.1970216567445,11,2,9,1988-05-09,1990-10-08,6834
Agustine Limanto,1462.1721048448394,8,2,6,1995-10-02,2002-03-08,6835
Monica Aguero,1462.1637194902503,8,2,6,1992-04-21,1996-05-11,6836
Mina Abdul Rahman,1462.161542272134,4,0,4,1998-02-17,1998-02-21,6837
Lynette Mansfield,1462.1517066451706,4,0,4,1968-01-19,1972-12-26,6838
Sylvia Stott,1462.1447201282415,9,2,7,1968-04-01,1969-04-14,6839
Tessa Price,1462.1327672055745,32,8,24,1992-06-15,1995-09-25,6840
Debra Darrell,1462.097750241837,6,1,5,1997-05-12,1997-05-18,6841
Angela Kerek,1462.0961199997232,18,5,13,1990-07-16,1995-04-10,6842
Jaime Kaplan,1462.0811350969846,4,0,4,1982-08-02,1989-07-03,6843
Julia Cohen,1462.0754623798045,22,7,15,2012-02-13,2013-07-22,6844
Hanyu Guo,1462.063459808794,12,2,10,2017-04-17,2025-10-27,6845
Anna Tatishvili,1462.0516061522223,148,53,95,2005-03-23,2019-05-27,6846
Lucia De Santa Ana,1462.0309815228982,4,0,4,2019-04-16,2019-04-19,6847
Maria Paulina Perez Garcia,1462.028937637417,4,0,4,2015-04-13,2018-02-10,6848
Tangia Riley Codrington,1461.9619176435504,4,0,4,2018-06-21,2019-04-20,6849
Kaoru Shibata,1461.9035053420694,8,1,7,1994-02-08,1996-10-07,6850
Stephanie Gehrlein,1461.8593969025176,10,1,9,2003-07-28,2009-10-12,6851
Claudia Brause,1461.843889175319,23,9,14,1990-07-21,1998-04-16,6852
C Senn,1461.8369756419154,4,0,4,1975-04-14,1975-05-26,6853
Pamela Yates,1461.8362719414774,13,4,9,1979-07-16,1981-06-01,6854
Anna Christine Patrimonio,1461.8283057341152,6,1,5,2010-02-03,2011-01-31,6855
Ingrid Menke,1461.808247510288,5,0,5,1968-01-26,1970-08-24,6856
Alina Charaeva,1461.7813802422968,5,0,5,2025-02-24,2026-04-21,6857
Ola Abou Zekry,1461.737286762499,6,1,5,2010-04-21,2017-04-21,6858
Morya Peres,1461.7028375651414,6,1,5,1998-04-27,1998-05-03,6859
Laura Lissette Quezada Martinez,1461.6610039010839,6,1,5,2016-02-01,2019-04-16,6860
Zuzana Hejdova,1461.6480417160622,5,0,5,1999-02-27,2002-04-29,6861
Jana Fett,1461.6375639009095,70,24,46,2017-01-09,2025-07-14,6862
Robin Harris,1461.6272040965393,21,5,16,1974-09-30,1982-04-05,6863
Carolyn Gore,1461.5788877832088,4,0,4,1980-01-07,1980-01-27,6864
Neha Uberoi,1461.5768315284224,13,3,10,2004-02-16,2007-09-17,6865
Monica Reinach,1461.5754116915393,6,1,5,1980-11-24,1986-06-30,6866
Rediet Kefyalew,1461.5639624805067,4,0,4,1998-05-05,1998-05-08,6867
Michelle Rodriguez,1461.5465086241056,73,24,49,1968-03-04,1980-06-30,6868
Maureen Mccalman,1461.5406689869187,13,3,10,1968-10-03,1977-05-23,6869
Valeria Bondarenko,1461.5094998648278,4,0,4,2005-04-22,2006-04-20,6870
S Burgess,1461.5088651182311,4,0,4,1978-04-17,1982-04-26,6871
Olga Govortsova,1461.4342192961726,337,140,197,2006-10-02,2021-09-27,6872
Emina Bektas,1461.425814577212,27,8,19,2021-08-02,2025-08-07,6873
Libuse Prusova,1461.409721242827,26,7,19,2000-05-08,2005-09-19,6874
Sevil Yuldasheva,1461.3725825838146,4,0,4,2023-04-11,2023-04-14,6875
Irena Mihailova,1461.3461755333028,8,2,6,1995-05-08,1996-03-29,6876
Tamara Davis,1461.300053303029,6,1,5,1998-04-27,1999-02-24,6877
Renate Breuer,1461.2965744112091,14,4,10,1968-01-26,1970-01-19,6878
Alena Paulenkova,1461.244709925815,6,1,5,1997-04-12,1997-05-10,6879
Sarah Al Balushi,1461.2274164695505,6,1,5,2011-01-31,2018-02-08,6880
Lesedi Sheya Jacobs,1461.1957331956794,7,1,6,2012-04-16,2015-04-17,6881
Jenny Byrne,1461.062427630462,183,62,121,1983-11-14,1995-01-02,6882
Baba Lewis,1461.0257806034874,4,0,4,1968-07-25,1969-08-16,6883
Maribel Amadeo,1461.0218865533627,6,1,5,1992-04-21,1994-04-13,6884
Tomoko Yonemura,1461.009556457532,4,0,4,2005-09-12,2010-10-11,6885
Sophie Amiach,1460.9955223384675,151,58,93,1980-07-07,1995-06-19,6886
Salima Esmat Salman,1460.9527048997868,4,0,4,1998-02-21,2000-04-29,6887
Petra Rampre,1460.9234738563298,14,3,11,1998-04-14,2012-09-10,6888
Lisa Gould,1460.903132996968,7,1,6,1982-07-05,1989-07-24,6889
Gail Joss,1460.8903597992382,5,0,5,1979-05-12,1981-11-25,6890
Donna Faber,1460.879908739539,165,68,97,1987-03-30,1993-10-25,6891
Wendy Barlow,1460.845562310557,20,5,15,1977-05-29,1980-08-10,6892
Connie Schaefer,1460.7833799061118,4,0,4,1980-01-07,1980-08-28,6893
S Morris Mitchell,1460.7409805748555,7,1,6,1980-04-07,1981-08-17,6894
Assa Berthe,1460.7316909993808,4,0,4,1995-05-08,1995-05-12,6895
Jocelyn Davie,1460.71998528776,4,0,4,1968-04-01,1968-05-20,6896
Marion Hofer,1460.71393544947,5,0,5,1968-07-31,1974-05-29,6897
Louisa Chirico,1460.6602398416928,64,18,46,2015-02-23,2025-07-27,6898
Maria Eugenia Brito,1460.6574479609217,7,1,6,2001-03-05,2002-01-28,6899
Andrea Tiezzi,1460.646215032135,52,22,30,1980-06-09,1990-11-26,6900
Daysi Espinal,1460.6446638451505,8,2,6,1999-02-25,2011-05-19,6901
Kerryl Chute,1460.6189330738505,5,0,5,1969-01-01,1973-12-26,6902
Alison Scott,1460.5657834949627,13,3,10,1987-01-12,1989-07-24,6903
Kiyoko Nomura,1460.5492235017077,45,13,32,1972-12-26,1981-11-09,6904
Rebekka Petursdottir,1460.5312314316125,4,0,4,2005-04-27,2008-04-26,6905
Dia Evtimova,1460.5059069403674,30,11,19,2007-04-18,2025-09-15,6906
Janet Vogel,1460.498002793945,5,0,5,1981-06-01,1981-08-11,6907
Caitlin Gordon,1460.489095587428,6,1,5,2006-04-20,2010-04-23,6908
Ginette Huberty,1460.4675022443316,11,3,8,1983-07-17,1988-12-04,6909
Penny Johnson,1460.4332642083016,15,5,10,1978-05-14,1981-06-29,6910
Marta Varanda,1460.3824467753261,4,0,4,1983-07-17,1984-07-15,6911
Zdenka Videnova,1460.3558908971688,8,2,6,1997-05-07,1999-04-29,6912
Josiane Graas,1460.3300702620638,4,0,4,1972-03-20,1974-05-13,6913
Zsofia Gubacsi,1460.2834212181758,66,23,43,1998-04-14,2007-04-23,6914
Mehry Shawki,1460.2787176758934,4,0,4,1994-04-20,1995-05-12,6915
Wushuang Zheng,1460.2345205070917,9,2,7,2016-08-01,2025-10-27,6916
Arzuv Klycheva,1460.2270393401222,4,0,4,2020-02-04,2020-02-08,6917
Nora Blom,1460.1987302534058,28,7,21,1970-03-10,1981-07-06,6918
Erika Valdes,1460.1825121539841,17,5,12,1999-04-13,2002-04-23,6919
Peggy Moore,1460.1804636392803,10,2,8,1968-07-22,1970-08-27,6920
Gina Genovese,1460.1605456565555,4,0,4,1980-10-06,1982-06-14,6921
Marlene De Wouters,1460.138345968676,8,2,6,1982-05-03,1985-09-23,6922
Yaeko Matsuda,1460.1243330009167,7,1,6,1969-05-26,1971-07-12,6923
Alize Lim,1460.1010895047395,17,4,13,2011-07-04,2017-05-29,6924
Joyce Davenport,1460.0551897085554,14,3,11,1968-04-15,1969-08-16,6925
R Murphy,1460.043662306561,6,1,5,1969-11-17,1974-09-23,6926
Natalie Rodriguez,1459.9582922598515,4,0,4,1985-10-06,1986-07-20,6927
Fatima Santiago,1459.9359823596963,4,0,4,1983-07-17,1984-07-15,6928
Margit Ruutel,1459.9225843856088,23,8,15,1999-04-26,2012-02-01,6929
Michelle Bowrey,1459.881829773569,7,1,6,1987-01-12,1990-04-23,6930
Quirine Lemoine,1459.8147133991931,6,0,6,2015-07-27,2019-05-20,6931
Andrea Whitmore,1459.7630028306214,28,7,21,1978-05-14,1981-09-14,6932
Silvana Urroz,1459.7349008134781,54,19,35,1970-01-05,1981-08-18,6933
Cristina Andreea Mitu,1459.6879899136518,39,12,27,2014-06-23,2024-02-05,6934
Dodo Cheney,1459.658880663793,28,11,17,1968-07-04,1974-07-15,6935
Wendy Slaughter,1459.6439102929298,49,17,32,1968-06-04,1978-07-17,6936
Karolina Kosinska,1459.589321677471,9,2,7,2004-04-20,2006-09-18,6937
Samantha Murray,1459.5451769456984,6,0,6,2011-06-06,2021-07-12,6938
Tankiso Letseka,1459.525994326251,8,2,6,2000-03-28,2001-05-18,6939
Giulia Casoni,1459.518964737408,35,10,25,1995-07-10,2004-07-19,6940
Ryoko Fuda,1459.478289768792,12,2,10,2003-11-03,2011-07-25,6941
Lubomira Bacheva,1459.4619347243188,87,27,60,1991-09-30,2004-05-24,6942
Dee Ann Hansel,1459.421185493381,26,8,18,1981-07-27,1988-07-11,6943
Rewa Harriman,1459.4161321064687,22,7,15,1996-12-30,2000-04-25,6944
Alexandra Cadantu Ignatik,1459.3985170731187,98,36,62,2011-10-17,2022-07-25,6945
Jamie Golder,1459.385037833066,73,28,45,1982-06-14,1988-04-18,6946
Dorothy Knode,1459.2821063657739,6,1,5,1969-05-26,1971-10-18,6947
Maja Zivec Skulj,1459.2804377549696,41,11,30,1989-05-01,1996-08-05,6948
Petra Gaspar,1459.223297052535,7,1,6,1994-04-19,1998-04-16,6949
Stephanie Reece,1459.2120154787367,9,1,8,1987-10-25,1995-10-02,6950
Jo Harris,1459.1896906869235,11,3,8,1980-04-14,1982-04-26,6951
Czarina Mae Arevalo,1459.1824822394135,30,14,16,2000-04-25,2008-02-01,6952
Magali De Lattre,1459.1786013664014,11,3,8,2005-04-29,2011-04-25,6953
Lili Bell,1459.1532575367255,7,1,6,1979-10-22,1980-11-12,6954
Viktoria Milvidskaia,1459.1368058002427,13,2,11,1984-07-23,1992-08-31,6955
Carolina Aravena,1459.1279549907977,9,2,7,2000-04-27,2002-05-18,6956
Phorhathai Suksamran,1459.1124997783334,9,2,7,1996-02-20,1997-03-15,6957
Usue Maitane Arconada,1459.0790718715234,8,1,7,2016-07-18,2021-10-06,6958
Merrilyn Robinson,1459.0466858889324,17,5,12,1974-12-21,1978-12-11,6959
Sabine Bernegger,1459.0226662261716,10,1,9,1972-03-20,1977-06-13,6960
Yuliana Fedak,1458.9822182693524,115,41,74,2002-01-28,2010-09-20,6961
Berfu Cengiz,1458.9204356839252,11,3,8,2019-02-09,2026-05-18,6962
Alejandra Obando,1458.9172965190603,5,0,5,2016-02-03,2017-07-22,6963
Robin Tenney,1458.9075345094877,94,29,65,1972-05-06,1977-06-26,6964
Kate Glancy,1458.8906973507271,55,20,35,1975-04-14,1982-07-26,6965
Sabrina Vogt,1458.7966296595089,8,2,6,2000-03-28,2002-04-12,6966
Alison Stroud,1458.7406447485882,6,0,6,1968-05-06,1968-09-01,6967
D Murray,1458.7249836698472,5,0,5,1975-04-14,1978-05-08,6968
Nancy Weigel,1458.6905598336868,10,2,8,1977-05-29,1979-06-04,6969
Chantal Racicot,1458.639513652447,7,1,6,1980-05-11,1980-06-30,6970
Rosa Riboldi,1458.6176183672937,4,0,4,1980-07-14,1980-08-04,6971
Sue Garrett,1458.6073489122323,6,0,6,1969-05-05,1971-11-08,6972
Julija Gotovskyte,1458.5999192463444,4,0,4,2007-04-18,2007-04-21,6973
Almira Hallyeva,1458.5251443514796,4,0,4,2004-04-21,2005-04-21,6974
Sri Utaminingsih,1458.4695997409142,7,1,6,1982-07-19,1984-07-15,6975
Hanna Nooni,1458.3904625224536,11,2,9,2003-04-26,2007-07-30,6976
Monique Van Haver,1458.383509063583,93,37,56,1968-02-29,1981-03-29,6977
Tammy Whittington,1458.376116832526,16,5,11,1988-04-18,1993-07-26,6978
Sabine Krein Auer,1458.3505324436642,22,5,17,1988-03-14,1991-04-22,6979
Marion Lloyd Wronsley,1458.2475321760185,13,3,10,1971-04-05,1979-11-26,6980
Valeria Khazova,1458.220154008271,10,2,8,2000-04-25,2002-03-07,6981
