player,EDGE,positive_EDGE,negative_EDGE,points,matches,coverage,eventRate,ace_edge,double_fault_edge,forced_return_error_drawn_edge,unforced_return_error_edge,return_winner_edge,winner_edge,forced_error_drawn_edge,unforced_error_edge,ace_count,double_fault_count,forced_return_error_drawn_count,unforced_return_error_count,return_winner_count,winner_count,forced_error_drawn_count,unforced_error_count,wta_rank
Liudmila Samsonova,0.0224515647394554,0.060607615993200324,-0.038156051253744924,5745.0,41.0,0.9986074847693647,0.5735422106179286,0.005366544199244236,-0.005605482960391893,0.013808742027464894,-0.002616121936220286,0.0017603679682406358,0.020727935047619866,0.0189440267506307,-0.029934446357132747,215.0,165.0,536.0,101.0,53.0,690.0,603.0,932.0,27
Marie Bouzkova,0.012066542435046967,0.04322552235710572,-0.031158979922058756,4590.0,35.0,0.998474945533769,0.426797385620915,0.001468356317534511,-0.0036993523019056896,0.008609500100420614,-0.002334245082288572,0.0015797506110355292,0.0173334583490239,0.014234456979091167,-0.025125382537864494,47.0,87.0,267.0,72.0,38.0,461.0,362.0,625.0,28
Ann Li,0.017662245771871383,0.053983537285062506,-0.03632129151319112,495.0,4.0,0.9959595959595959,0.5212121212121212,0.003186645625287662,-0.0027600183318293235,0.013455092087480632,-0.0015031123635949138,0.003469404451987119,0.0167352814192114,0.01713711370109569,-0.032058160817766884,11.0,7.0,45.0,5.0,9.0,48.0,47.0,86.0,29
Anastasia Potapova,0.012163797046979792,0.05085611693085621,-0.03869231988387642,3915.0,29.0,0.9984674329501916,0.5144316730523627,0.0026372239657553066,-0.0061318633874631765,0.011039018080456653,-0.00258466217923907,0.002193301665049328,0.019219925691220757,0.015766647528374172,-0.02997579431717417,72.0,123.0,292.0,68.0,45.0,436.0,342.0,636.0,30
Jelena Ostapenko,0.02369892126478787,0.06291732147486054,-0.03921840021007266,4165.0,31.0,0.9987995198079231,0.5882352941176471,0.003580672635377253,-0.006607287925571176,0.011584624303890888,-0.0038586500339872314,0.0049479621716214854,0.024820401246514988,0.017983661117455915,-0.028752462250514258,104.0,141.0,326.0,108.0,108.0,599.0,415.0,649.0,31
Jaqueline Cristian,0.004253824389481391,0.041521903402349646,-0.03726807901286825,2601.0,18.0,0.9988465974625144,0.4529027297193387,0.003197672080738484,-0.004202104034619039,0.008592429049329232,-0.0026317469065018214,0.0010270824406113349,0.0156591661491756,0.01304555368249499,-0.03043422807174739,58.0,56.0,151.0,46.0,14.0,236.0,188.0,429.0,32
Cristina Bucsa,0.0140339578946073,0.051004816301901325,-0.03697085840729402,1488.0,12.0,0.9986559139784946,0.5053763440860215,0.0011564439769189098,-0.004197262900938603,0.009548775029824964,-0.004500245685359772,0.0028212227062529667,0.021224874935025548,0.016253499653878938,-0.028273349820995646,12.0,32.0,96.0,45.0,22.0,183.0,134.0,228.0,33
Xin Yu Wang,0.018290760252916118,0.05222490829016265,-0.03393414803724653,2523.0,18.0,0.9992072929052715,0.49782005548949665,0.003239693233794234,-0.0037905126911567995,0.009913997697434205,-0.003302915158053984,0.002193301665049328,0.021068346257538728,0.015809569436346156,-0.026840720188035752,57.0,49.0,169.0,56.0,29.0,308.0,221.0,367.0,34
Sara Bejlek,-0.0014785432923493675,0.035937282245345696,-0.03741582553769506,875.0,8.0,0.9714285714285714,0.4137142857142857,0.0004916538964729536,-0.008253018081216989,0.005581941060291966,-0.0023809299839343432,0.0017446148101420943,0.016567928605019287,0.011551143873419396,-0.026781877472543725,3.0,37.0,33.0,14.0,8.0,84.0,56.0,127.0,35
Katerina Siniakova,0.007376444618344134,0.04707220647981759,-0.03969576186147345,2891.0,21.0,0.9986163957108267,0.49429263230716014,0.0014384547011416114,-0.006075940934080959,0.00808887929714332,-0.0027280631517753416,0.0013200777921777347,0.020117721448358047,0.016107073240996868,-0.030891757775617153,29.0,90.0,158.0,53.0,20.0,337.0,258.0,484.0,36
Alexandra Eala,0.024861274898367834,0.052455805436384506,-0.027594530538016675,2443.0,20.0,0.9922226770364306,0.45804338927548094,0.0008217710781544114,-0.004314092158926251,0.009632810503890147,-0.002131921547219147,0.0033586334543387374,0.017660928124807365,0.020981662275193845,-0.021148516831871272,14.0,54.0,159.0,35.0,43.0,250.0,284.0,280.0,37
Elisabetta Cocciaretto,0.012427042572524865,0.047528900774113994,-0.03510185820158913,1323.0,9.0,0.999244142101285,0.47543461829176115,0.00184261821870375,-0.0028029340687673885,0.00950907868616356,-0.0031493782856274384,0.0005769228869517508,0.018001812070835392,0.01759846891145954,-0.029149545847194303,17.0,19.0,85.0,28.0,4.0,138.0,129.0,209.0,38
Emma Raducanu,0.018579496220941127,0.04992901100673291,-0.03134951478579178,8586.0,66.0,0.9979035639412998,0.47181458187747494,0.0035407173614307357,-0.0040234768583944985,0.011739121223773285,-0.0029983467797915315,0.0025113380700093114,0.015678362440692022,0.016459471910827556,-0.024327691147605753,212.0,177.0,681.0,173.0,113.0,780.0,783.0,1132.0,39
Janice Tjen,0.021579762048051968,0.05332152551981073,-0.03174176347175876,912.0,9.0,0.9989035087719298,0.4901315789473684,0.003301951881465834,-0.0036380880736754002,0.009737237694887301,-0.0026106688420332713,0.0014646060460691238,0.01665270601747187,0.022165023879916604,-0.025493006556050093,21.0,17.0,60.0,16.0,7.0,88.0,112.0,126.0,40
Barbora Krejcikova,0.0143346552793311,0.05187801858083325,-0.037543363301502146,3850.0,27.0,0.9992207792207792,0.518961038961039,0.005028278486655207,-0.005677751996906037,0.012148025998982515,-0.0028215566368053097,0.0020816426711922713,0.018603058363319817,0.014017013060683437,-0.029044054667790798,135.0,112.0,316.0,73.0,42.0,415.0,299.0,606.0,41
Tereza Valentova,0.004442556821419065,0.047085693313644435,-0.04264313649222537,1807.0,13.0,1.0,0.5174322080796901,0.0037298038170909824,-0.00583249980313051,0.010484100530809481,-0.003623440761383201,0.0023231761964053205,0.01996112962581299,0.010587483143525664,-0.03318719592771167,47.0,54.0,128.0,44.0,22.0,209.0,106.0,325.0,42
Lois Boisson,0.013501364472277988,0.04544059147009255,-0.03193922699781456,537.0,4.0,1.0,0.4506517690875233,0.004806672172221613,-0.004361401673601006,0.010473423636065,-0.0024939909049591586,0.00035533937590184647,0.017033290969623336,0.012771865316280755,-0.025083834419254394,18.0,12.0,38.0,9.0,1.0,53.0,38.0,73.0,43
Marketa Vondrousova,0.014543422032138525,0.04753405045030587,-0.03299062841816734,4300.0,32.0,0.9955813953488372,0.46511627906976744,0.002801283828741247,-0.006082126775755449,0.009637600844055894,-0.0035644736678086828,0.0017306680347703189,0.019345304233573876,0.014019193509164527,-0.023344027974603214,84.0,134.0,280.0,103.0,39.0,482.0,334.0,544.0,44
Dayana Yastremska,0.00828822363055065,0.05565663453564447,-0.04736841090509382,2294.0,16.0,0.9978204010462075,0.5915431560592851,0.003250545232420719,-0.0074019298455741565,0.011613375036273606,-0.004735393658108301,0.004990860807130555,0.020538381416967566,0.015263472042852024,-0.035231087401411364,52.0,87.0,180.0,73.0,60.0,273.0,194.0,438.0,45
Magdalena Frech,0.015034380984488498,0.04352218909875575,-0.02848780811426725,3007.0,21.0,0.998004655803126,0.4163618224143665,0.0023367321595474874,-0.002596245093364084,0.009597995519669424,-0.0025733363644119107,0.002411391853891945,0.01561106231489457,0.013565007250752324,-0.023318226656491255,49.0,40.0,195.0,52.0,38.0,272.0,226.0,380.0,46
Laura Siegemund,0.006849864327037148,0.045761377087611244,-0.0389115127605741,1774.0,12.0,0.9988726042841037,0.48534385569334837,0.0010508386081134625,-0.005720959241527363,0.009344235316672007,-0.003858609754121329,0.00193613889936147,0.020916153760799198,0.012514010502665106,-0.029331943764925407,13.0,52.0,112.0,46.0,18.0,215.0,123.0,282.0,47
