bootstrap_iteration,ace,double_fault,forced_return_error_drawn,unforced_return_error,return_winner,winner,forced_error_drawn,unforced_error
86,0.14430198909911782,-0.19456472436964617,0.14834663058686504,-0.14868076956810797,0.19200422029384537,0.17254448928444652,0.18017222535080685,-0.1845087674419612
87,0.14323564368825917,-0.1963157446931262,0.14789463607232045,-0.1483599386364471,0.1907283902628098,0.17291388635620267,0.1806838896712931,-0.18472961636935054
88,0.14228802641630306,-0.19588978605992396,0.14832968393623583,-0.14812551122435472,0.1914408819319858,0.1728373095840642,0.18124173246851094,-0.18529817479649793
89,0.14462850700766045,-0.19557718787675393,0.14920097159190218,-0.14973040038417426,0.1926846583403526,0.17233883864473062,0.18170525702606805,-0.18502725089333544
90,0.14414713593703699,-0.19516369827523095,0.14887531126108247,-0.14969372297521152,0.19037696379281938,0.17386559035542262,0.18099256387434046,-0.18503419608876717
91,0.1432955772566502,-0.1951859361296041,0.14723903767137447,-0.1484661295292787,0.19294496190186286,0.17267504170907289,0.1803739406480286,-0.18473891460821407
92,0.14395621905468622,-0.19605510207215082,0.14860726608134966,-0.14892507394128152,0.19126030347660272,0.17325698847454524,0.18104765912131593,-0.18543460571909667
93,0.1402068244950355,-0.1937984631267739,0.14504797530918923,-0.14672101760788256,0.1885618023614695,0.1697589975433196,0.17819641181518972,-0.1821794373025774
94,0.1447942119264906,-0.19587817081918102,0.14893364435888054,-0.14975119473778145,0.19020784551873135,0.17354703707638314,0.18086161429372324,-0.1845832587340841
95,0.14382785393285238,-0.19583858486781294,0.1486962450097276,-0.15075810703098083,0.19120167384727746,0.17332467712782934,0.1808501132054296,-0.1848217056786569
96,0.14385689308760863,-0.19458234653097728,0.14765669216187347,-0.14839985985506368,0.1906526106185115,0.1718889204578486,0.17993662183622652,-0.18381101307912262
97,0.14247635979393547,-0.19614211158019013,0.14788151107301165,-0.1482895501578578,0.19175763798191078,0.17283112691771696,0.18056563844156528,-0.18464081911921487
98,0.14400053742776303,-0.19679594027895692,0.1487907356901702,-0.1495678015204188,0.19084748450495015,0.17338980098680978,0.18149029692346338,-0.18543148347013944
99,0.14325645889910799,-0.19423272200852415,0.14786597513152944,-0.1484623122816857,0.19018584004408895,0.17197003205078554,0.1799843706953106,-0.18399687030272882
100,0.14209243226969995,-0.1954679251115191,0.14682825929611873,-0.14777785262462143,0.19000195591766275,0.1713576435291911,0.17945910842009263,-0.18377046997236432
101,0.1418987320002915,-0.19504029570854295,0.1471049054368399,-0.14845357723099276,0.19069860345970385,0.17181555318083347,0.17980792566898218,-0.1839382813246243
102,0.14367421195288305,-0.19433740966617075,0.14838199972336255,-0.14819100336217408,0.1913106353580371,0.17265182746988927,0.18033485718325684,-0.18432293801125704
103,0.14287955857589793,-0.19416189805078132,0.14779858082161784,-0.1476433029595641,0.19159291983205887,0.17194555429480698,0.17969091443486604,-0.1838859795827667
104,0.14470801805984,-0.1963871852251146,0.14937267752054903,-0.1506934034897188,0.19155670595084887,0.17410913248283924,0.18155685788032488,-0.1859966711971444
105,0.14402612108626803,-0.1958206069991857,0.1485431511110035,-0.14919796938890875,0.19179389904140162,0.17378383780765094,0.18127623262764894,-0.1849633811086217
106,0.14411208614643956,-0.194264981908824,0.149153283018614,-0.14938610318313078,0.18895372938725113,0.1724755796215311,0.18031714859996698,-0.18429907335158505
107,0.14399237350962327,-0.19523481321418387,0.1481037855269554,-0.15010340189937083,0.19034400444529456,0.17277598413937958,0.1811168440598778,-0.1844659186177263
108,0.14381992235039467,-0.19480442304353157,0.14793487333109367,-0.14943556214869125,0.19093536007174813,0.1727084840743132,0.1801120809870237,-0.1844340283901676
109,0.14501494346171778,-0.1944975326607192,0.14860408482626078,-0.15024610211268632,0.1904687430765766,0.17298631326251507,0.18065310809234275,-0.18467271279750683
110,0.14671269750896732,-0.19583057771109028,0.1507455681461248,-0.151922545249045,0.19140620881208317,0.17477331277112465,0.18207336064239485,-0.18559313226658325
111,0.1436199676001362,-0.19515741553468596,0.1480329436079651,-0.14868254747938922,0.19195174528752743,0.17289292482328852,0.18089738228699537,-0.18488912309801156
112,0.1434034904008937,-0.19416038651546305,0.1484769414474846,-0.14990032381541685,0.191661556436497,0.17257676672411845,0.17999000282419308,-0.18469766526466724
113,0.1442873425453079,-0.19549031926086705,0.1484474092001531,-0.1489102161458259,0.19127591318914267,0.17302031667374843,0.18092701185605614,-0.18465992860866925
114,0.14347477978594989,-0.19506103201183622,0.14823295927619348,-0.148680660985802,0.1901878948784866,0.17237240988767324,0.18012647030346787,-0.18420324487724493
115,0.14213679268006024,-0.1948767709976198,0.1468842982121602,-0.1479566167172056,0.18816044402731563,0.17225301124466746,0.17972578233271255,-0.18401405304316049
116,0.14361228908815826,-0.19522086385607088,0.14829954480852478,-0.1484471512800747,0.19075108559895648,0.1730429851143588,0.18000901927573323,-0.18461341884386273
117,0.14283510452594603,-0.1945296559866026,0.14751179303450312,-0.14757598153791152,0.1898437773334244,0.17172412014050473,0.1794280741826494,-0.18364304938467602
118,0.14232364060371158,-0.19526246469733363,0.14733271386938257,-0.14860742884479372,0.19121262630048094,0.17316799792455004,0.18021147633459278,-0.1843767850378345
119,0.14478153739170083,-0.19580181958115075,0.14920481011540462,-0.15032579252847414,0.19278300337554238,0.17366994520849177,0.18187473630912204,-0.1858670729517163
120,0.1434172707440714,-0.19373279322349282,0.14810880847387717,-0.148509143158483,0.19073830706293057,0.17268253867709835,0.1804257428093814,-0.184370685501895
121,0.14389476434055792,-0.19436827219190977,0.1484070121864352,-0.14908121234228341,0.19175750696256094,0.17279441884910932,0.18038410463616972,-0.18450420805252923
122,0.14303077073478218,-0.19540963857478924,0.14843538518577726,-0.1484021464509398,0.19080622744248543,0.1727120206061437,0.18042244714566993,-0.1845976904092199
123,0.14389517052664158,-0.19508174116171015,0.14816159954660058,-0.1487002445929634,0.19098775067986673,0.17256230966053315,0.1807399252422751,-0.18458709222606717
124,0.14331704912637144,-0.196308143101565,0.14722093955076473,-0.14876193686091327,0.19177582269160956,0.1724222297757777,0.1806389367396008,-0.18464407751302284
125,0.14329688146414624,-0.1948569588887235,0.14779517591529584,-0.1485121600073222,0.1915737291168802,0.17246122216277882,0.18055099419713969,-0.18449819818446714
126,0.14416518407338202,-0.19479080671798407,0.14859518647684933,-0.14936917882608422,0.19149782550038075,0.1726309441240434,0.18109292782178607,-0.1847963040454812
127,0.14366400256897385,-0.19465511447377068,0.14832535108706346,-0.1480537839816967,0.19125562630792428,0.17279774457259503,0.18108024914854498,-0.1848361255858288
128,0.14357823749533227,-0.1966369588508848,0.1481710001320285,-0.14931451813001415,0.19139164053429053,0.17299562210076472,0.1806278151089003,-0.1851953691631214
129,0.14224871559143523,-0.1947296808847527,0.14643494969294918,-0.14753915149473054,0.19168476929919048,0.17176210064038197,0.17975621910468667,-0.18393007097464298
130,0.14399917059228354,-0.19508662333845855,0.14756863464891085,-0.14851482795852858,0.190255178935773,0.17213742017829803,0.17971434786716864,-0.18407579117307438
131,0.14499224143714676,-0.19636416647412824,0.14907011834471257,-0.14993507069719725,0.1934690532431572,0.17384886548552145,0.18178118450054453,-0.18576039401672728
132,0.144404871533642,-0.19655063477248974,0.1480147138119914,-0.14854017601953526,0.19218819577287938,0.17301227679525583,0.18169835756633462,-0.18526810452121853
133,0.1434007429388963,-0.19423782226314484,0.14760943656960335,-0.1482670124848933,0.19093109186012833,0.17224111818727972,0.18019457010184328,-0.1838905929064509
134,0.14584090728762195,-0.19558833439433143,0.14955059827755035,-0.15016700273468012,0.19068048680674932,0.17423586773786104,0.1814693210477312,-0.18569041831674427
135,0.1440829319868353,-0.19461551579997788,0.14822258176506076,-0.14761856568287393,0.19141330664308467,0.17246981864475744,0.1803693054622355,-0.1842630423185276
136,0.14417404371807885,-0.19461791082016616,0.14806904911058744,-0.14867707647456646,0.19178916280477784,0.17286922006915828,0.1805509499909184,-0.1843687061026029
137,0.142713694938195,-0.1925009922793165,0.14717956808420085,-0.14803698750606364,0.19110219519747226,0.17146212681810113,0.17877146093467855,-0.1832804989030466
138,0.14465981031586173,-0.19564782235647152,0.14817401291519802,-0.14901490898331268,0.19076624515240986,0.17321387798259985,0.18048075899806973,-0.1847153086884539
139,0.14350963710217235,-0.19498738317884642,0.14797310549417633,-0.14886630435912604,0.1917782350230462,0.17246877146410344,0.1810042317118447,-0.18482580382802566
140,0.14241824663219654,-0.19447001661514143,0.1481246087800337,-0.14931486588050558,0.19017691991056337,0.17151825014856337,0.18009623021521334,-0.18411562563465228
141,0.14292134382270702,-0.19497231347518362,0.14859569329307737,-0.1495843930911503,0.19020417943549492,0.17280877929519756,0.18072019054591507,-0.1846530220117977
142,0.1428291066567494,-0.19448623509766075,0.14701102742370528,-0.14745117399318633,0.19010746576873025,0.17176268945521886,0.18000022202256188,-0.18365393403477792
143,0.14450084022140844,-0.19564628470833545,0.14719065713385288,-0.1480898387011094,0.19098357018010065,0.17231353098163937,0.1804207880204734,-0.18444699053991218
144,0.144786245727548,-0.19497916999504245,0.14872954501662297,-0.14987202512451203,0.18997514076812985,0.17331859054982943,0.1806376940569606,-0.18479756362112187
145,0.14441171944797979,-0.1959787023773558,0.1488341533312468,-0.14933467718505747,0.19126278031924918,0.17331668619201349,0.18087423104504716,-0.18492434512254569
146,0.1431195613361164,-0.19478599816053246,0.1480038407011255,-0.14865923073793047,0.1909886057793773,0.17188852537033852,0.1800850468499985,-0.1840981545783924
147,0.1435164908077311,-0.19465518512820731,0.14816188443085745,-0.14940111742506662,0.19022942104329207,0.1717472547514755,0.18021032306357399,-0.18362501608657583
148,0.1419214586358114,-0.19504525008613027,0.14666530084624155,-0.14717125653707758,0.18989192582502268,0.1717724740607815,0.17991663843071373,-0.18416176041527124
149,0.14523354743622124,-0.19413133711795744,0.14935944429614686,-0.14998390397194783,0.19089973894741774,0.17410891708969234,0.18135581034987655,-0.18561539348035533
150,0.1422840539320276,-0.1935282287692214,0.1465761374099004,-0.14812691915327506,0.1907760429810918,0.17142381303812756,0.17886752813848755,-0.18349861296715475
151,0.14237888262211207,-0.19483861346746373,0.14778995869960268,-0.14831361309696417,0.18968497675716983,0.1722493908017298,0.1799585404550705,-0.18411567060674955
152,0.1423583474321407,-0.19382148826566184,0.1472136848331375,-0.1473319071504139,0.1919330853215357,0.17217408079786187,0.18026615099520477,-0.184469494512328
153,0.1441650162274932,-0.19417060167369254,0.14850906208527054,-0.14914524915160166,0.19093540106198886,0.17269560341772328,0.18061057318538173,-0.18476404312320444
154,0.14207157125245243,-0.19426231368898988,0.14683347903311295,-0.14646809567668398,0.19136535091003481,0.17083474954811048,0.17905952405185,-0.1838227503687929
155,0.1415253162261437,-0.19388956014025394,0.14710037905449935,-0.14644362567108357,0.1899899323929445,0.17086896256320508,0.17927027433896792,-0.18328422243041914
156,0.143468992623463,-0.1962688863955256,0.14801726570048004,-0.14881121438727052,0.1901542946072949,0.1731141679020692,0.18078788631772036,-0.18424853045331374
157,0.14318834069654854,-0.19666733641701462,0.14884895679691207,-0.14897475596302784,0.19306214623952556,0.1739917570129552,0.18176835054054316,-0.18558439715360409
158,0.1441070545498684,-0.1953997699476276,0.1491428552953386,-0.15113754714721786,0.18903308026591875,0.17225275161899234,0.18114632779224174,-0.18499644043407457
159,0.14373316807184247,-0.19409204206048963,0.14741284901746632,-0.14859258449730303,0.19019224842779178,0.1726643912930802,0.1807928408281754,-0.18491499514002616
160,0.142565332269626,-0.194189698605667,0.14825004908023898,-0.15011015009244402,0.19186747942540341,0.17286586532737264,0.18024883135531797,-0.18413090695757112
161,0.14408404419710782,-0.19496867594140183,0.14890467843624702,-0.15053796933878943,0.19072669215594892,0.17301675441594727,0.18071105815386712,-0.1849292621857027
162,0.14477770465482886,-0.1962300416879621,0.14922381952429806,-0.15144851145847846,0.19260665080621628,0.17394414242869222,0.18201643002382772,-0.1858827487581132
163,0.14353202793680428,-0.19468735056556882,0.14798142353949922,-0.1484343747615621,0.1910375611816621,0.17253077206707926,0.1808232698232788,-0.18427080876579638
164,0.14216699167726346,-0.1943060427141147,0.14738008922365356,-0.1479579403304563,0.1904614389326223,0.1717540979477721,0.17985930017208926,-0.18421943019804413
165,0.14364867402698875,-0.1951927010862556,0.1481922554401307,-0.1491650933450376,0.19213671112211117,0.17263137984549137,0.18029981825121733,-0.18448649492461433
166,0.14344077936136448,-0.19456421164435783,0.14813122040961646,-0.14871477917245662,0.19109011777357435,0.17249376493448287,0.18034465729817084,-0.18410543358017492
167,0.1436961803293442,-0.1963728569395112,0.14776254984837212,-0.14863056790872448,0.19102808146223768,0.1729135758258439,0.1810270192925939,-0.1852469026542846
168,0.14280157718903108,-0.19639895022410772,0.14829137856580046,-0.1497724962418042,0.1920522153146271,0.17338266961512125,0.18165630849244807,-0.1851331526550442
169,0.1430828269243554,-0.1945674568867424,0.14802530303781058,-0.14856487805500823,0.19179485548103717,0.1722425670296203,0.18019442741811229,-0.1843895595246476
170,0.14404224387808306,-0.1943754707870103,0.14718607577638626,-0.14800553217821294,0.19024129556579975,0.1722913205063244,0.17963117112011995,-0.18423734624791407
171,0.14279376925901777,-0.1957048175028706,0.14800891148462578,-0.147677012457515,0.18983454990930787,0.1724850502182388,0.18036679932000607,-0.18398264702120626
172,0.14239051351374565,-0.19348472226950358,0.14768201991301627,-0.14749019778083508,0.18954075205986626,0.1719175172600739,0.1802615280106064,-0.1836412428750048
173,0.14252288513426423,-0.19492381615516013,0.14806697473439964,-0.14881344841726044,0.1899939430771157,0.17234011302169472,0.1800684593085937,-0.18436973350925187
174,0.14371303299626625,-0.19584221843938932,0.1487511932060512,-0.14890905470017948,0.19187680035684815,0.17303335000633727,0.18108965458102044,-0.18530264575156594
175,0.14461067873485825,-0.19491995273216245,0.14875554558821588,-0.1495625224692993,0.19148242617162733,0.17270231908806305,0.18055830846700885,-0.18492338164853753
176,0.1439672886448175,-0.1946036979371041,0.14798916674501575,-0.14915269560111388,0.19129660602200993,0.1727177863548084,0.1806414494472267,-0.18465303632034313
177,0.14347423800897485,-0.19615894265252895,0.14829600680416152,-0.14862353025387057,0.19158027342969686,0.1722711634999198,0.1803109127383035,-0.18518048714608368
178,0.14355356832894994,-0.1948806147336529,0.1481835801466784,-0.1487173759733363,0.19242492436168526,0.17323755651185588,0.18111813687398218,-0.18495435487959114
179,0.14356021442144923,-0.19598707721803202,0.14702293646816247,-0.1495178809043582,0.19159539188700886,0.17249564244496263,0.18045547637301998,-0.18461792835747348
180,0.14403609035420953,-0.19719090834206895,0.14796179121409023,-0.1486880264616366,0.1901743669705545,0.17243032295304717,0.1814569324652985,-0.1855140740117576
