event,original,bootstrap_mean,bootstrap_median,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,valid_replicates
ace,0.1433990531379448,0.14339454543421543,0.1434003039427388,-4.507703729367263e-06,0.0009406035541275059,0.14155794690056864,0.1452336606029073,5000
double_fault,-0.195172724893645,-0.19518312218537637,-0.19519139177484973,-1.0397291731356617e-05,0.0008921431428749818,-0.19695495918699008,-0.19344059913200062,5000
forced_return_error_drawn,0.14800601296228696,0.1480017330450874,0.14800609261339095,-4.279917199562222e-06,0.0008197326463100772,0.14646728583352064,0.14961986684854386,5000
unforced_return_error,-0.14880812399589646,-0.14881418177855882,-0.1488150840435305,-6.057782662355349e-06,0.0009654005362130591,-0.15071200917614244,-0.14690905400324383,5000
return_winner,0.19081724485929155,0.19080784817964508,0.19081672871296365,-9.396679646472839e-06,0.0010222195219899723,0.18882761646977975,0.1927469965867495,5000
winner,0.17258258963561757,0.1725781389096759,0.17257749867411365,-4.450725941657074e-06,0.0007559851824832198,0.17107862223672102,0.17409959386225887,5000
forced_error_drawn,0.18048662302217805,0.18047823163455315,0.18047444485560643,-8.391387624900881e-06,0.0007392048024760808,0.17900825062827266,0.18190728506580642,5000
unforced_error,-0.18452080935807685,-0.1845094381068118,-0.18452054959057854,1.1371251265046567e-05,0.0006869834282475097,-0.1858282787284722,-0.18314081733334195,5000
